19,モン・サン＝ミシェル,148,48.636,-1.51146,1,フランス西海岸、サン・マロ湾上に浮かぶ小島、及びその上にそびえる修道院である。湾の南東部に位置する修道院が築かれた岩でできた小島はかつては満ち潮の時には海に浮かび、引き潮の時には自然に現れる陸橋で陸と繋がっていた（タイダル・アイランド）。
20,ポン・デュ・ガール,148,43.9472,4.53532,1,フランス南部・ガール県のガルドン川に架かる水道橋である。ユゼスからニームへ水を運ぶための水路の途中にあり、古代ローマ時代、西暦50年頃建設された。
21,クレムリン,198,55.7515,37.6182,1,ソビエト連邦時代にはソ連共産党の中枢が置かれたことから、ソ連共産党の別名としても用いられた。現在もロシア連邦の大統領府や大統領官邸が置かれているため、ロシア政府の代名詞として用いられる。正面には赤の広場がある。
22,ヴィクトリアの滝,82,-17.9245,25.8539,1,幅2キロメートル、落差108メートルの大瀑布で、ジンバブエ共和国とザンビア共和国の国境に位置する。落差と幅の両面から見た滝の規模としては、イグアスの滝と並んで世界最大である。この2つの滝に匹敵する規模の滝は他には無く、たとえばナイアガラの滝もこの2つと較べるとかなり小さい。また、増水期の水量においてもイグアスと並んで世界最大級である。
23,チョガ・ザンビール,19,32.0091,48.5217,1,古代エラム人が現在のイラン・フーゼスターン州に作った複合遺跡である。メソポタミア地方以外では数少ないジッグラトが存在する。デズフールのおよそ25km西、スーサの45km南方に位置する。1979年に、ユネスコの世界遺産に登録された。
24,タージ・マハル,20,27.175,78.0421,1,ムガル帝国第5代皇帝シャー・ジャハーンが、1631年に死去した愛妃ムムターズ・マハルのため建設した総大理石の墓廟。
25,ブリハディーシュヴァラ寺院,20,10.7826,79.1314,1,全体が約75メートル×150メートルの回廊で囲まれ、60メートルを超えるヴィマーナをもつ。東西の軸線上にゴープラ、ナンディ祠堂、2つのマンダパ（礼拝堂）、前室、聖所が並べられ、その規模や構成から南方型ヒンドゥー教寺院建築の頂点と評される。
26,フマーユーン廟,20,28.5933,77.2507,1,インド共和国の首都デリーにある、ムガル帝国の第2代皇帝フマーユーン（Nasiruddin Humayun、همايون）の墓廟。インドにおけるイスラーム建築の精華のひとつと評され[1]、その建築スタイルはタージ・マハルにも影響を与えたといわれる。
27,ジャンタル・マンタル,20,26.9247,75.8245,1,インド・ジャイプルにある天文台（ヤントラ・マンディル）。ジャンタル・マンタルとは現地の言葉で「計測する機器」を意味する。天文学者で占星術にも造詣の深かったムガル帝国のラージプート族カチワーハー家の当主、マハーラージャ・ジャイ・シング2世によって、1728年から1734年に建てられた。
28,ボロブドゥール寺院,21,-7.60793,110.204,1,ボロブドゥールは、寺院として人びとに信仰されてきた建造物であるが、内部空間を持たないのが際だった特徴となっている。最も下に一辺約120mの基壇があり、その上に5層の方形壇、さらにその上に3層の円形壇があり、全体で9層の階段ピラミッド状の構造となっている。この構造は、仏教の三界をあらわしているとされる。
29,アンコール・ワット,46,13.4125,103.867,1,カンボジア北西部に位置するユネスコの世界遺産（文化遺産）であるアンコール遺跡の一つであり、その遺跡群を代表する寺院。ヒンドゥー教寺院として作られたが、16世紀後半に仏教寺院に改修され、現在も上座部仏教寺院となっている。クメール語でアンコールは王都、ワットは寺院を意味するため、アンコール・ワットは「国都寺院」という意味となる。
30,ダンブッラの黄金寺院,88,7.85522,80.6518,1,スリランカにおいて、最も保存状態がよい石窟寺院として知られている。黄金寺院の周辺には、確認されているだけで80以上の洞窟がある。黄金寺院において重要な寺院は5つであり、そのそれぞれに聖像や絵画がある。これらの聖像や絵画は、釈迦とその生涯に関連したものである。
31,ワット・プラシーサンペット,101,14.3559,100.559,1,名称にはワット（寺）と冠しているが、実際は寺院ではない。名称は御吉祥活仏寺院程度の意味である。この寺院に建つお寺は、歴代のアユタヤ王朝の王の内3人の遺骨が修められているが、アユタヤの王が仏と同一視されたのでこの名前がある。漆喰などが当時の状態をよく保存しているため、アユタヤ時代の建築がそのまま見ることの出来る貴重な遺跡である。
32,ポタラ宮,107,29.6576,91.117,1,13階建て、基部からの総高117m、全長約400m、建築面積にして1万3000㎡という、単体としては世界でも最大級の建築物。チベット仏教及びチベット在来政権の中心であり、内部に数多くの壁画、霊塔、彫刻、塑像を持つチベット芸術の宝庫でもある。ポタラの名は観音菩薩の住むとされる補陀落のサンスクリット語名「ポータラカ」に由来する。
33,天壇,107,39.8799,116.403,1,中華人民共和国北京市東城区に位置する史跡で、明清代の皇帝が天に対して祭祀（祭天）を行った宗教的な場所（祭壇）である。敷地面積は約273万m2。1998年よりユネスコの世界遺産（文化遺産）に登録された。
34,シャイト・ゴンブス・モスク,141,22.6745,89.7418,1,カン・ジャハン様式を如実に反映しており、ムガル帝国期以前のモスクの中ではバングラデシュ最大規模である。なお、名称の「シャイト・ゴンブス」はベンガル語で「60のドームを持つモスク」を意味しており、その名のとおり、屋根には60のドームが並んでいる。
35,シドニー・オペラハウス,32,-33.8572,151.215,1,20世紀を代表する近代建築物であり、世界的に有名な歌劇場・コンサートホール・劇場でもある。オペラ・オーストラリア、シドニー・シアター・カンパニー、シドニー交響楽団の本拠地になっている。
36,ラパ・ヌイ国立公園,109,-27.179,-109.428,1,"ラパ・ヌイは、先住民の言葉で大きい島という意味である。イースター島に残るモアイ像が有名である。モアイは約900体が残っているがその殆どは、16世紀から17世紀に起きた部族抗争で破壊されてしまった。7世紀から1,000年にわたって作られたモアイ像は部族の長の姿を表したのだと云われている。"
37,自由の女神像 (ニューヨーク),5,40.6893,-74.0445,1,アメリカ合衆国の独立100周年を記念して、独立運動を支援したフランス人の募金によって贈呈され1886年に完成した。アメリカ合衆国の自由と民主主義の象徴であるとともに、19世紀以来絶えることなく世界各地から観光客が訪れている。銅製だが、緑青の為に緑色になっている。
38,サン・ペドロ・デ・ラ・ロカ城,53,19.9685,-75.8704,1,"ミラノの軍事技師の家に生まれたジョヴァン・バッティスタ・アントネッリ（Giovan Battista Antonelli, フアン・バッティスタ・アントネジ）によって、1637年に設計された。都市の総督であったペドロ・デ・ラ・ロカ・イ・ボルハ（Pedro de la Roca y Borja）は、襲い来る海賊への防衛施設として新たに依頼したのである。"
39,古代都市チチェン・イッツァ,176,20.6829,-88.5687,1,新・世界七不思議の一つ。ユカタン半島のユカタン州州都メリダの東、約120キロメートルにある後古典期マヤの遺跡で総面積は約1.5平方マイル。半島のつけ根の密林にある。現在、高速道路により分断されているが、北部はトルテカ期、南部にはプウク期の建物が残っており、南北での町の構成がはっきりと違いを見せている。
40,イグアスの滝,8,-25.6925,-54.4412,1,南米大陸のアルゼンチン (80%)とブラジル(20%)の二国にまたがる世界最大の滝。イグアス (Iguazu) とは先住民のグアラニ族の言葉で大いなる水 (Y Guazú)という意味。
41,コルコバードのキリスト像,147,-22.9517,-43.2107,1,新・世界七不思議の一つ。他の六つが古いものであるのに対し、このキリスト像だけは20世紀の建造物である。1922年のブラジル独立100周年を記念して、1922年から1931年にかけて建設された。高さ39.6メートル（内台座の高さが9.5メートル）、左右30メートルであり、635トンの重量がある。その中は、150人程が入れる礼拝堂になっている。
42,マチュ・ピチュ,158,-13.1644,-72.5448,1,"新・世界七不思議の一つ。15世紀のインカ帝国の遺跡で、アンデス山麓に属するペルーのウルバンバ谷に沿った山の尾根（標高2,430m）にある。"
